windspeed,date
2.551164435,2021-08-31 13:00:00
2.537743602,2021-08-31 14:00:00
2.203998733,2021-08-31 15:00:00
1.235643331,2021-08-31 16:00:00
1.789033088,2021-08-31 17:00:00
1.342661894,2021-08-31 18:00:00
0.874031541,2021-08-31 19:00:00
0.612336315,2021-08-31 20:00:00
0.72192707,2021-08-31 21:00:00
0.938752252,2021-08-31 22:00:00
1.094339784,2021-08-31 23:00:00
1.72993616,2021-09-01 00:00:00
1.908385753,2021-09-01 01:00:00
2.24227284,2021-09-01 02:00:00
2.389708663,2021-09-01 03:00:00
2.376579012,2021-09-01 04:00:00
2.588204404,2021-09-01 05:00:00
3.363350767,2021-09-01 06:00:00
3.390562016,2021-09-01 07:00:00
3.014488488,2021-09-01 08:00:00
2.313152441,2021-09-01 09:00:00
1.703805592,2021-09-01 10:00:00
1.782336941,2021-09-01 11:00:00
2.161121073,2021-09-01 12:00:00
2.397303683,2021-09-01 13:00:00
2.510995553,2021-09-01 14:00:00
2.633753436,2021-09-01 15:00:00
2.501244647,2021-09-01 16:00:00
1.929049034,2021-09-01 17:00:00
1.870808834,2021-09-01 18:00:00
1.970358984,2021-09-01 19:00:00
1.83389967,2021-09-01 20:00:00
1.812533834,2021-09-01 21:00:00
1.917962964,2021-09-01 22:00:00
1.933229193,2021-09-01 23:00:00
1.73703448,2021-09-02 00:00:00
1.820828978,2021-09-02 01:00:00
1.803663835,2021-09-02 02:00:00
1.129415812,2021-09-02 03:00:00
0.428653411,2021-09-02 04:00:00
1.381360194,2021-09-02 05:00:00
2.066272586,2021-09-02 06:00:00
2.782144272,2021-09-02 07:00:00
2.814760007,2021-09-02 08:00:00
3.09075808,2021-09-02 09:00:00
3.128559581,2021-09-02 10:00:00
3.697661427,2021-09-02 11:00:00
3.345342123,2021-09-02 12:00:00
3.280699102,2021-09-02 13:00:00
3.119943484,2021-09-02 14:00:00
2.458896585,2021-09-02 15:00:00
1.998581264,2021-09-02 16:00:00
1.488817291,2021-09-02 17:00:00
1.587199164,2021-09-02 18:00:00
1.720302856,2021-09-02 19:00:00
1.502609157,2021-09-02 20:00:00
1.281891079,2021-09-02 21:00:00
1.437080073,2021-09-02 22:00:00
1.868092975,2021-09-02 23:00:00
2.054151157,2021-09-03 00:00:00
2.105841678,2021-09-03 01:00:00
2.003681571,2021-09-03 02:00:00
1.954304664,2021-09-03 03:00:00
1.883893806,2021-09-03 04:00:00
0.724345057,2021-09-03 05:00:00
1.534998364,2021-09-03 06:00:00
1.915754874,2021-09-03 07:00:00
2.103852194,2021-09-03 08:00:00
2.091195241,2021-09-03 09:00:00
1.870973936,2021-09-03 10:00:00
1.81218615,2021-09-03 11:00:00
1.881951583,2021-09-03 12:00:00
2.013187137,2021-09-03 13:00:00
2.053362423,2021-09-03 14:00:00
2.153695396,2021-09-03 15:00:00
2.186764489,2021-09-03 16:00:00
1.732805851,2021-09-03 17:00:00
2.1834465,2021-09-03 18:00:00
2.48695895,2021-09-03 19:00:00
2.513471093,2021-09-03 20:00:00
3.135550313,2021-09-03 21:00:00
3.335910388,2021-09-03 22:00:00
3.433852033,2021-09-03 23:00:00
3.774924341,2021-09-04 00:00:00
3.753949796,2021-09-04 01:00:00
3.757305237,2021-09-04 02:00:00
3.980804742,2021-09-04 03:00:00
3.94206833,2021-09-04 04:00:00
3.396176133,2021-09-04 05:00:00
3.806685012,2021-09-04 06:00:00
4.24286127,2021-09-04 07:00:00
5.02502233,2021-09-04 08:00:00
4.945461047,2021-09-04 09:00:00
4.418745938,2021-09-04 10:00:00
3.988880631,2021-09-04 11:00:00
3.73603463,2021-09-04 12:00:00
3.624123501,2021-09-04 13:00:00
2.782877548,2021-09-04 14:00:00
3.217292629,2021-09-04 15:00:00
4.149384121,2021-09-04 16:00:00
2.959045104,2021-09-04 17:00:00
3.098323778,2021-09-04 18:00:00
3.5060352,2021-09-04 19:00:00
3.894599063,2021-09-04 20:00:00
4.096517654,2021-09-04 21:00:00
3.790916169,2021-09-04 22:00:00
3.162986382,2021-09-04 23:00:00
2.759390643,2021-09-05 00:00:00
2.71301568,2021-09-05 01:00:00
2.726546474,2021-09-05 02:00:00
2.277337698,2021-09-05 03:00:00
1.746546583,2021-09-05 04:00:00
1.03272292,2021-09-05 05:00:00
0.698526463,2021-09-05 06:00:00
1.402521748,2021-09-05 07:00:00
1.730743519,2021-09-05 08:00:00
2.308977003,2021-09-05 09:00:00
2.306123429,2021-09-05 10:00:00
2.086403786,2021-09-05 11:00:00
2.220636079,2021-09-05 12:00:00
2.429550153,2021-09-05 13:00:00
2.406648115,2021-09-05 14:00:00
2.559066859,2021-09-05 15:00:00
2.258970398,2021-09-05 16:00:00
1.753646547,2021-09-05 17:00:00
1.98399952,2021-09-05 18:00:00
2.41748489,2021-09-05 19:00:00
2.601911379,2021-09-05 20:00:00
2.503948018,2021-09-05 21:00:00
1.851179589,2021-09-05 22:00:00
1.339497733,2021-09-05 23:00:00
1.444724446,2021-09-06 00:00:00
1.660216338,2021-09-06 01:00:00
1.724737409,2021-09-06 02:00:00
1.930683717,2021-09-06 03:00:00
1.950910866,2021-09-06 04:00:00
1.890177332,2021-09-06 05:00:00
2.10546627,2021-09-06 06:00:00
2.355520099,2021-09-06 07:00:00
2.651693476,2021-09-06 08:00:00
2.467578734,2021-09-06 09:00:00
2.299847953,2021-09-06 10:00:00
3.289403383,2021-09-06 11:00:00
3.830224293,2021-09-06 12:00:00
3.972525828,2021-09-06 13:00:00
4.1635859,2021-09-06 14:00:00
4.075897777,2021-09-06 15:00:00
3.411615222,2021-09-06 16:00:00
2.51427814,2021-09-06 17:00:00
2.106735071,2021-09-06 18:00:00
2.327101167,2021-09-06 19:00:00
2.701932735,2021-09-06 20:00:00
3.027366155,2021-09-06 21:00:00
3.123086894,2021-09-06 22:00:00
2.766239793,2021-09-06 23:00:00
2.611487096,2021-09-07 00:00:00
2.793773752,2021-09-07 01:00:00
2.902324939,2021-09-07 02:00:00
3.115044018,2021-09-07 03:00:00
3.007960217,2021-09-07 04:00:00
2.845461273,2021-09-07 05:00:00
2.638544698,2021-09-07 06:00:00
3.081838342,2021-09-07 07:00:00
2.797215201,2021-09-07 08:00:00
2.951243742,2021-09-07 09:00:00
3.282739449,2021-09-07 10:00:00
3.381548173,2021-09-07 11:00:00
3.39333641,2021-09-07 12:00:00
3.309128187,2021-09-07 13:00:00
3.29655569,2021-09-07 14:00:00
2.996510446,2021-09-07 15:00:00
2.161447606,2021-09-07 16:00:00
0.89093417,2021-09-07 17:00:00
1.230716413,2021-09-07 18:00:00
1.230798945,2021-09-07 19:00:00
1.13214114,2021-09-07 20:00:00
1.474172877,2021-09-07 21:00:00
1.422892124,2021-09-07 22:00:00
1.381444395,2021-09-07 23:00:00
1.391214776,2021-09-08 00:00:00
1.151847128,2021-09-08 01:00:00
1.024310397,2021-09-08 02:00:00
1.024006884,2021-09-08 03:00:00
1.299602329,2021-09-08 04:00:00
1.212070752,2021-09-08 05:00:00
1.439340797,2021-09-08 06:00:00
1.571323457,2021-09-08 07:00:00
1.602109261,2021-09-08 08:00:00
1.024759472,2021-09-08 09:00:00
0.567792029,2021-09-08 10:00:00
0.550562498,2021-09-08 11:00:00
0.765764286,2021-09-08 12:00:00
0.973566595,2021-09-08 13:00:00
1.197515482,2021-09-08 14:00:00
1.325687279,2021-09-08 15:00:00
1.259857051,2021-09-08 16:00:00
1.609858538,2021-09-08 17:00:00
2.037750512,2021-09-08 18:00:00
2.242305633,2021-09-08 19:00:00
2.227790497,2021-09-08 20:00:00
2.070365454,2021-09-08 21:00:00
2.20704413,2021-09-08 22:00:00
2.360200161,2021-09-08 23:00:00
2.530971234,2021-09-09 00:00:00
2.514946376,2021-09-09 01:00:00
2.242950024,2021-09-09 02:00:00
2.003336121,2021-09-09 03:00:00
1.907998431,2021-09-09 04:00:00
1.97657195,2021-09-09 05:00:00
2.288081292,2021-09-09 06:00:00
17.129196408438,2021-09-09 07:00:00
2.508231952,2021-09-09 08:00:00
1.829227904,2021-09-09 09:00:00
1.398321528,2021-09-09 10:00:00
1.239705196,2021-09-09 11:00:00
1.420606065,2021-09-09 12:00:00
1.555762278,2021-09-09 13:00:00
1.528624002,2021-09-09 14:00:00
1.483146966,2021-09-09 15:00:00
1.127137538,2021-09-09 16:00:00
1.244816871,2021-09-09 17:00:00
0.334902949,2021-09-09 18:00:00
1.133261661,2021-09-09 19:00:00
0.986424068,2021-09-09 20:00:00
1.276065272,2021-09-09 21:00:00
1.239240867,2021-09-09 22:00:00
1.389330751,2021-09-09 23:00:00
1.224460022,2021-09-10 00:00:00
0.985798059,2021-09-10 01:00:00
0.738462318,2021-09-10 02:00:00
1.02217249,2021-09-10 03:00:00
1.526972277,2021-09-10 04:00:00
1.370302264,2021-09-10 05:00:00
1.337836035,2021-09-10 06:00:00
0.692749672,2021-09-10 07:00:00
0.932364925,2021-09-10 08:00:00
1.183642055,2021-09-10 09:00:00
0.832148866,2021-09-10 10:00:00
0.366464401,2021-09-10 11:00:00
0.359236128,2021-09-10 12:00:00
0.38808633,2021-09-10 13:00:00
0.634946921,2021-09-10 14:00:00
1.015989692,2021-09-10 15:00:00
1.185430164,2021-09-10 16:00:00
2.146952286,2021-09-10 17:00:00
1.770617145,2021-09-10 18:00:00
2.171098147,2021-09-10 19:00:00
2.288286319,2021-09-10 20:00:00
2.123917346,2021-09-10 21:00:00
2.095894214,2021-09-10 22:00:00
1.852196877,2021-09-10 23:00:00
1.683690527,2021-09-11 00:00:00
18.6423222789299,2021-09-11 01:00:00
1.91366759,2021-09-11 02:00:00
1.899465483,2021-09-11 03:00:00
1.931136017,2021-09-11 04:00:00
2.278268025,2021-09-11 05:00:00
2.876880274,2021-09-11 06:00:00
2.450616814,2021-09-11 07:00:00
2.596470149,2021-09-11 08:00:00
2.9565533,2021-09-11 09:00:00
3.258898362,2021-09-11 10:00:00
3.465441379,2021-09-11 11:00:00
3.786121013,2021-09-11 12:00:00
4.009025049,2021-09-11 13:00:00
4.084467607,2021-09-11 14:00:00
3.896085043,2021-09-11 15:00:00
3.185519731,2021-09-11 16:00:00
2.422481761,2021-09-11 17:00:00
2.823883087,2021-09-11 18:00:00
3.119087479,2021-09-11 19:00:00
3.751593742,2021-09-11 20:00:00
4.067296676,2021-09-11 21:00:00
3.874227298,2021-09-11 22:00:00
3.313639836,2021-09-11 23:00:00
3.22301587,2021-09-12 00:00:00
3.141588097,2021-09-12 01:00:00
3.116693959,2021-09-12 02:00:00
3.228126285,2021-09-12 03:00:00
3.465092164,2021-09-12 04:00:00
3.339646764,2021-09-12 05:00:00
4.484468761,2021-09-12 06:00:00
5.597994271,2021-09-12 07:00:00
5.774329557,2021-09-12 08:00:00
5.33430634,2021-09-12 09:00:00
5.182425685,2021-09-12 10:00:00
5.597167847,2021-09-12 11:00:00
6.395244566,2021-09-12 12:00:00
6.67750903,2021-09-12 13:00:00
6.471387589,2021-09-12 14:00:00
5.977976008,2021-09-12 15:00:00
5.362555556,2021-09-12 16:00:00
4.743383564,2021-09-12 17:00:00
4.723677404,2021-09-12 18:00:00
4.792839702,2021-09-12 19:00:00
4.725370412,2021-09-12 20:00:00
4.825236305,2021-09-12 21:00:00
4.851273931,2021-09-12 22:00:00
4.7441162,2021-09-12 23:00:00
4.915525696,2021-09-13 00:00:00
5.168662949,2021-09-13 01:00:00
5.245163057,2021-09-13 02:00:00
5.232139743,2021-09-13 03:00:00
5.131483926,2021-09-13 04:00:00
5.327549381,2021-09-13 05:00:00
4.577970834,2021-09-13 06:00:00
5.840089565,2021-09-13 07:00:00
6.668069809,2021-09-13 08:00:00
6.460285307,2021-09-13 09:00:00
6.61772081,2021-09-13 10:00:00
7.01760135,2021-09-13 11:00:00
6.744386161,2021-09-13 12:00:00
5.960803057,2021-09-13 13:00:00
5.085658578,2021-09-13 14:00:00
4.613304165,2021-09-13 15:00:00
4.844262882,2021-09-13 16:00:00
4.478805741,2021-09-13 17:00:00
5.231664719,2021-09-13 18:00:00
5.298332299,2021-09-13 19:00:00
4.958913117,2021-09-13 20:00:00
4.912662771,2021-09-13 21:00:00
5.181494023,2021-09-13 22:00:00
5.214591355,2021-09-13 23:00:00
5.14982948,2021-09-14 00:00:00
5.039218785,2021-09-14 01:00:00
4.915981448,2021-09-14 02:00:00
5.034840129,2021-09-14 03:00:00
5.353649019,2021-09-14 04:00:00
4.732498495,2021-09-14 05:00:00
5.061622266,2021-09-14 06:00:00
5.296692898,2021-09-14 07:00:00
5.887326348,2021-09-14 08:00:00
5.863367968,2021-09-14 09:00:00
5.764759636,2021-09-14 10:00:00
6.183377966,2021-09-14 11:00:00
6.500763092,2021-09-14 12:00:00
6.035962046,2021-09-14 13:00:00
5.362460671,2021-09-14 14:00:00
4.683158657,2021-09-14 15:00:00
4.267146564,2021-09-14 16:00:00
3.719041869,2021-09-14 17:00:00
3.587976728,2021-09-14 18:00:00
3.57084771,2021-09-14 19:00:00
3.596872838,2021-09-14 20:00:00
3.378202675,2021-09-14 21:00:00
3.075977767,2021-09-14 22:00:00
2.74827516,2021-09-14 23:00:00
2.653453706,2021-09-15 00:00:00
2.681055781,2021-09-15 01:00:00
2.864381092,2021-09-15 02:00:00
3.098275754,2021-09-15 03:00:00
3.381477545,2021-09-15 04:00:00
2.875771333,2021-09-15 05:00:00
3.127764016,2021-09-15 06:00:00
3.182525478,2021-09-15 07:00:00
3.608369896,2021-09-15 08:00:00
3.758594914,2021-09-15 09:00:00
3.899953334,2021-09-15 10:00:00
4.047681248,2021-09-15 11:00:00
4.213257564,2021-09-15 12:00:00
3.917415999,2021-09-15 13:00:00
3.806477757,2021-09-15 14:00:00
3.093150297,2021-09-15 15:00:00
2.297733982,2021-09-15 16:00:00
1.808679227,2021-09-15 17:00:00
2.05173339,2021-09-15 18:00:00
2.105805843,2021-09-15 19:00:00
2.149507795,2021-09-15 20:00:00
2.333314446,2021-09-15 21:00:00
2.40492071,2021-09-15 22:00:00
2.500651315,2021-09-15 23:00:00
2.387866033,2021-09-16 00:00:00
2.315485397,2021-09-16 01:00:00
2.145179137,2021-09-16 02:00:00
1.960375292,2021-09-16 03:00:00
1.956362515,2021-09-16 04:00:00
2.035175712,2021-09-16 05:00:00
2.207429618,2021-09-16 06:00:00
2.293540612,2021-09-16 07:00:00
2.452984556,2021-09-16 08:00:00
2.670312832,2021-09-16 09:00:00
2.965235659,2021-09-16 10:00:00
3.263781321,2021-09-16 11:00:00
3.409272161,2021-09-16 12:00:00
3.482369542,2021-09-16 13:00:00
3.559601863,2021-09-16 14:00:00
3.512505972,2021-09-16 15:00:00
2.968506627,2021-09-16 16:00:00
2.362484428,2021-09-16 17:00:00
2.721608564,2021-09-16 18:00:00
2.713511288,2021-09-16 19:00:00
2.425443752,2021-09-16 20:00:00
1.873851542,2021-09-16 21:00:00
2.347575136,2021-09-16 22:00:00
2.39087822,2021-09-16 23:00:00
2.302079194,2021-09-17 00:00:00
1.963937831,2021-09-17 01:00:00
1.946916592,2021-09-17 02:00:00
1.948971066,2021-09-17 03:00:00
2.310182788,2021-09-17 04:00:00
2.007978777,2021-09-17 05:00:00
1.930464135,2021-09-17 06:00:00
1.315521074,2021-09-17 07:00:00
0.904598736,2021-09-17 08:00:00
0.856431183,2021-09-17 09:00:00
1.445544022,2021-09-17 10:00:00
2.530262407,2021-09-17 11:00:00
2.760818522,2021-09-17 12:00:00
2.545001359,2021-09-17 13:00:00
2.233345609,2021-09-17 14:00:00
1.98185187,2021-09-17 15:00:00
1.049159192,2021-09-17 16:00:00
1.456313351,2021-09-17 17:00:00
1.856028567,2021-09-17 18:00:00
1.800428972,2021-09-17 19:00:00
1.806905038,2021-09-17 20:00:00
1.724903868,2021-09-17 21:00:00
1.718462821,2021-09-17 22:00:00
1.797324395,2021-09-17 23:00:00
1.919873104,2021-09-18 00:00:00
1.876654609,2021-09-18 01:00:00
1.869193819,2021-09-18 02:00:00
1.94605486,2021-09-18 03:00:00
2.266656592,2021-09-18 04:00:00
2.474720333,2021-09-18 05:00:00
2.980371917,2021-09-18 06:00:00
2.917279105,2021-09-18 07:00:00
2.815558363,2021-09-18 08:00:00
2.769741596,2021-09-18 09:00:00
2.688594615,2021-09-18 10:00:00
2.645007968,2021-09-18 11:00:00
2.804602372,2021-09-18 12:00:00
3.161290884,2021-09-18 13:00:00
3.568314153,2021-09-18 14:00:00
3.914956781,2021-09-18 15:00:00
3.505969458,2021-09-18 16:00:00
3.000088651,2021-09-18 17:00:00
3.053352404,2021-09-18 18:00:00
3.180238038,2021-09-18 19:00:00
3.494114748,2021-09-18 20:00:00
4.291376355,2021-09-18 21:00:00
4.842197126,2021-09-18 22:00:00
4.937287509,2021-09-18 23:00:00
4.838247103,2021-09-19 00:00:00
4.542645344,2021-09-19 01:00:00
4.233494745,2021-09-19 02:00:00
4.162515269,2021-09-19 03:00:00
4.249257237,2021-09-19 04:00:00
3.959489177,2021-09-19 05:00:00
4.199218142,2021-09-19 06:00:00
4.743049514,2021-09-19 07:00:00
4.534172041,2021-09-19 08:00:00
4.219767692,2021-09-19 09:00:00
4.024630811,2021-09-19 10:00:00
3.8830554,2021-09-19 11:00:00
3.818881375,2021-09-19 12:00:00
3.881777768,2021-09-19 13:00:00
4.010520732,2021-09-19 14:00:00
3.44652878,2021-09-19 15:00:00
3.807368952,2021-09-19 16:00:00
3.744808766,2021-09-19 17:00:00
4.613590783,2021-09-19 18:00:00
5.324608593,2021-09-19 19:00:00
5.682028998,2021-09-19 20:00:00
5.860578963,2021-09-19 21:00:00
5.629440792,2021-09-19 22:00:00
5.134646841,2021-09-19 23:00:00
4.866807222,2021-09-20 00:00:00
4.448021367,2021-09-20 01:00:00
3.642286191,2021-09-20 02:00:00
7.842175706012297e-12,2021-09-20 03:00:00
3.962440403,2021-09-20 04:00:00
3.430607232,2021-09-20 05:00:00
5.0167745,2021-09-20 06:00:00
4.366166087,2021-09-20 07:00:00
4.529972557,2021-09-20 08:00:00
5.085444669,2021-09-20 09:00:00
4.750326317,2021-09-20 10:00:00
4.624048984,2021-09-20 11:00:00
5.248339233,2021-09-20 12:00:00
5.493708441,2021-09-20 13:00:00
5.505634006,2021-09-20 14:00:00
4.307280317,2021-09-20 15:00:00
3.117217539,2021-09-20 16:00:00
1.66601703,2021-09-20 17:00:00
1.787955177,2021-09-20 18:00:00
2.087851592,2021-09-20 19:00:00
1.938442778,2021-09-20 20:00:00
2.207990582,2021-09-20 21:00:00
2.573720089,2021-09-20 22:00:00
2.554520738,2021-09-20 23:00:00
2.657696755,2021-09-21 00:00:00
2.854723649,2021-09-21 01:00:00
2.909065642,2021-09-21 02:00:00
2.961420747,2021-09-21 03:00:00
3.102988451,2021-09-21 04:00:00
3.031054569,2021-09-21 05:00:00
3.604505336,2021-09-21 06:00:00
3.995192513,2021-09-21 07:00:00
4.339165282,2021-09-21 08:00:00
4.569380286,2021-09-21 09:00:00
4.778655542,2021-09-21 10:00:00
4.976361772,2021-09-21 11:00:00
5.035422772,2021-09-21 12:00:00
5.069448203,2021-09-21 13:00:00
4.931707776,2021-09-21 14:00:00
4.095783303,2021-09-21 15:00:00
3.300204652,2021-09-21 16:00:00
2.526604161,2021-09-21 17:00:00
2.816873508,2021-09-21 18:00:00
3.093395778,2021-09-21 19:00:00
3.326664671,2021-09-21 20:00:00
3.438746353,2021-09-21 21:00:00
3.482720398,2021-09-21 22:00:00
3.403045953,2021-09-21 23:00:00
3.230666778,2021-09-22 00:00:00
2.974464161,2021-09-22 01:00:00
2.766503613,2021-09-22 02:00:00
2.503536976,2021-09-22 03:00:00
2.256278093,2021-09-22 04:00:00
2.10642519,2021-09-22 05:00:00
2.609748665,2021-09-22 06:00:00
2.243573708,2021-09-22 07:00:00
2.122378037,2021-09-22 08:00:00
2.092947465,2021-09-22 09:00:00
2.069591342,2021-09-22 10:00:00
2.151219089,2021-09-22 11:00:00
2.195810274,2021-09-22 12:00:00
2.057372409,2021-09-22 13:00:00
1.803158685,2021-09-22 14:00:00
1.506955878,2021-09-22 15:00:00
1.0487132,2021-09-22 16:00:00
2.191849446,2021-09-22 17:00:00
2.5429625,2021-09-22 18:00:00
2.326575489,2021-09-22 19:00:00
2.100862012,2021-09-22 20:00:00
2.162057477,2021-09-22 21:00:00
2.13540044,2021-09-22 22:00:00
2.05563607,2021-09-22 23:00:00
2.444635143,2021-09-23 00:00:00
2.355343568,2021-09-23 01:00:00
2.060150213,2021-09-23 02:00:00
1.993575301,2021-09-23 03:00:00
1.983545767,2021-09-23 04:00:00
1.845656818,2021-09-23 05:00:00
2.553586498,2021-09-23 06:00:00
2.104952843,2021-09-23 07:00:00
2.19691009,2021-09-23 08:00:00
2.523519248,2021-09-23 09:00:00
2.799671714,2021-09-23 10:00:00
2.9993185,2021-09-23 11:00:00
3.09803671,2021-09-23 12:00:00
3.240980487,2021-09-23 13:00:00
3.356871164,2021-09-23 14:00:00
3.002971225,2021-09-23 15:00:00
2.953959803,2021-09-23 16:00:00
2.763297259,2021-09-23 17:00:00
3.126152699,2021-09-23 18:00:00
3.268114698,2021-09-23 19:00:00
3.772223254,2021-09-23 20:00:00
4.266233091,2021-09-23 21:00:00
4.410601299,2021-09-23 22:00:00
1.0022477614727751e-08,2021-09-23 23:00:00
3.772707928,2021-09-24 00:00:00
3.998541293,2021-09-24 01:00:00
3.869027939,2021-09-24 02:00:00
3.761553808,2021-09-24 03:00:00
3.866791634,2021-09-24 04:00:00
3.757677898,2021-09-24 05:00:00
4.191078688,2021-09-24 06:00:00
4.402924223,2021-09-24 07:00:00
4.879077616,2021-09-24 08:00:00
4.914739756,2021-09-24 09:00:00
5.357964384,2021-09-24 10:00:00
5.733930571,2021-09-24 11:00:00
5.68099205,2021-09-24 12:00:00
5.652544906,2021-09-24 13:00:00
5.799298187,2021-09-24 14:00:00
5.410136276,2021-09-24 15:00:00
5.263887367,2021-09-24 16:00:00
4.939903119,2021-09-24 17:00:00
5.284005985,2021-09-24 18:00:00
5.67607379,2021-09-24 19:00:00
5.550934425,2021-09-24 20:00:00
5.522635532,2021-09-24 21:00:00
5.676671415,2021-09-24 22:00:00
5.627466066,2021-09-24 23:00:00
5.086303377,2021-09-25 00:00:00
4.686747757,2021-09-25 01:00:00
4.789550258,2021-09-25 02:00:00
4.957728473,2021-09-25 03:00:00
4.661602456,2021-09-25 04:00:00
3.724324206,2021-09-25 05:00:00
4.176756513,2021-09-25 06:00:00
4.868258494,2021-09-25 07:00:00
5.097810188,2021-09-25 08:00:00
5.1526001,2021-09-25 09:00:00
4.841135571,2021-09-25 10:00:00
4.740471273,2021-09-25 11:00:00
4.883643665,2021-09-25 12:00:00
5.127666426,2021-09-25 13:00:00
5.459116847,2021-09-25 14:00:00
5.539462953,2021-09-25 15:00:00
5.180829319,2021-09-25 16:00:00
4.256962617,2021-09-25 17:00:00
4.507736485,2021-09-25 18:00:00
4.722897684,2021-09-25 19:00:00
4.93006183,2021-09-25 20:00:00
5.021773184,2021-09-25 21:00:00
4.86569721,2021-09-25 22:00:00
4.507417837,2021-09-25 23:00:00
4.249985896,2021-09-26 00:00:00
4.475324668,2021-09-26 01:00:00
4.641559871,2021-09-26 02:00:00
4.308944917,2021-09-26 03:00:00
4.095174109,2021-09-26 04:00:00
3.618231123,2021-09-26 05:00:00
3.750661952,2021-09-26 06:00:00
4.364258791,2021-09-26 07:00:00
4.415405506,2021-09-26 08:00:00
4.251547089,2021-09-26 09:00:00
4.005804339,2021-09-26 10:00:00
3.642974673,2021-09-26 11:00:00
3.54018232,2021-09-26 12:00:00
3.702560791,2021-09-26 13:00:00
3.972591506,2021-09-26 14:00:00
4.089350723,2021-09-26 15:00:00
3.613268724,2021-09-26 16:00:00
2.686093022,2021-09-26 17:00:00
2.652123536,2021-09-26 18:00:00
2.707268719,2021-09-26 19:00:00
2.937596122,2021-09-26 20:00:00
3.042527676,2021-09-26 21:00:00
2.891590195,2021-09-26 22:00:00
2.697668341,2021-09-26 23:00:00
2.609951079,2021-09-27 00:00:00
2.759668485,2021-09-27 01:00:00
2.61390027,2021-09-27 02:00:00
2.29430412,2021-09-27 03:00:00
1.930358935,2021-09-27 04:00:00
1.145242344,2021-09-27 05:00:00
0.113379108,2021-09-27 06:00:00
0.424807724,2021-09-27 07:00:00
1.149522509,2021-09-27 08:00:00
1.787512642,2021-09-27 09:00:00
2.396819126,2021-09-27 10:00:00
2.846182287,2021-09-27 11:00:00
2.774643128,2021-09-27 12:00:00
2.851973346,2021-09-27 13:00:00
3.02870754,2021-09-27 14:00:00
2.970543905,2021-09-27 15:00:00
3.060703346,2021-09-27 16:00:00
22.599149310263,2021-09-27 17:00:00
2.131961931,2021-09-27 18:00:00
2.002099236,2021-09-27 19:00:00
1.95044816,2021-09-27 20:00:00
1.807731586,2021-09-27 21:00:00
1.676830625,2021-09-27 22:00:00
1.63595481,2021-09-27 23:00:00
1.686744395,2021-09-28 00:00:00
1.592332275,2021-09-28 01:00:00
1.431859701,2021-09-28 02:00:00
1.338538377,2021-09-28 03:00:00
1.213510832,2021-09-28 04:00:00
1.098219566,2021-09-28 05:00:00
1.576009404,2021-09-28 06:00:00
1.634286314,2021-09-28 07:00:00
1.53425241,2021-09-28 08:00:00
1.078937936,2021-09-28 09:00:00
0.976650524,2021-09-28 10:00:00
0.798512048,2021-09-28 11:00:00
0.407305618,2021-09-28 12:00:00
0.324361895,2021-09-28 13:00:00
1.287273344,2021-09-28 14:00:00
2.045260078,2021-09-28 15:00:00
2.04726996,2021-09-28 16:00:00
2.487488096,2021-09-28 17:00:00
2.800642338,2021-09-28 18:00:00
2.961727866,2021-09-28 19:00:00
2.741108145,2021-09-28 20:00:00
2.652988508,2021-09-28 21:00:00
1.904872022,2021-09-28 22:00:00
1.18403072,2021-09-28 23:00:00
1.377758121,2021-09-29 00:00:00
2.443580888,2021-09-29 01:00:00
2.999061722,2021-09-29 02:00:00
2.884735862,2021-09-29 03:00:00
2.504141927,2021-09-29 04:00:00
2.471519496,2021-09-29 05:00:00
1.887916279,2021-09-29 06:00:00
1.450811751,2021-09-29 07:00:00
1.818336229,2021-09-29 08:00:00
2.584344018,2021-09-29 09:00:00
3.023513384,2021-09-29 10:00:00
3.077374616,2021-09-29 11:00:00
2.966061699,2021-09-29 12:00:00
3.518467431,2021-09-29 13:00:00
3.677346274,2021-09-29 14:00:00
3.441233991,2021-09-29 15:00:00
2.572196633,2021-09-29 16:00:00
1.283655757,2021-09-29 17:00:00
1.371155358,2021-09-29 18:00:00
1.387996093,2021-09-29 19:00:00
1.931056228,2021-09-29 20:00:00
1.991677919,2021-09-29 21:00:00
1.742816392,2021-09-29 22:00:00
1.498330712,2021-09-29 23:00:00
1.479356398,2021-09-30 00:00:00
1.548804633,2021-09-30 01:00:00
1.963963146,2021-09-30 02:00:00
2.181210057,2021-09-30 03:00:00
1.821723975,2021-09-30 04:00:00
1.221968662,2021-09-30 05:00:00
0.836674676,2021-09-30 06:00:00
1.123418354,2021-09-30 07:00:00
0.396265311,2021-09-30 08:00:00
0.392765464,2021-09-30 09:00:00
0.445841439,2021-09-30 10:00:00
0.484910485,2021-09-30 11:00:00
0.539891107,2021-09-30 12:00:00
0.817114714,2021-09-30 13:00:00
1.075736707,2021-09-30 14:00:00
1.350923546,2021-09-30 15:00:00
0.899851877,2021-09-30 16:00:00
1.688578811,2021-09-30 17:00:00
2.05072235,2021-09-30 18:00:00
2.37393465,2021-09-30 19:00:00
2.323197454,2021-09-30 20:00:00
2.350152663,2021-09-30 21:00:00
2.451341304,2021-09-30 22:00:00
1.873108514,2021-09-30 23:00:00
2.087728618,2021-10-01 00:00:00
1.978865103,2021-10-01 01:00:00
2.255979101,2021-10-01 02:00:00
2.371464732,2021-10-01 03:00:00
